session_code,id_in_session,participant_code,channel,nickname,body,timestamp
e3cj2oap,105,68o404wk,16-bargaining_tdl_main-225_1_2,RightPartner,it is what it is,1787674269.9932923
e3cj2oap,65,svyq7ui9,16-bargaining_tdl_main-224_2_3,LeftPartner,For the timer to run out,1787674273.3530307
e3cj2oap,96,jcof6fov,16-bargaining_tdl_main-225_1_2,LeftPartner,I havent told them I wouldnt,1787674273.7832031
e3cj2oap,105,68o404wk,16-bargaining_tdl_main-225_1_2,RightPartner,"I'm picking you, good luck",1787674276.6166105
e3cj2oap,65,svyq7ui9,16-bargaining_tdl_main-224_1_2,RightPartner,yes,1787674278.0286114
e3cj2oap,108,z0f50fsj,16-bargaining_tdl_main-222_1_3,LeftPartner,It is a bit strange to try and figure this out just based on vibes of a random chat.,1787674295.337652
e3cj2oap,102,p0t4tut9,16-bargaining_tdl_main-228_1_3,LeftPartner,Not really ,1787674300.042565
e3cj2oap,73,7la41415,16-bargaining_tdl_main-222_1_2,RightPartner,"Oh wow! I think some of the big ones may have been based on Pagan holidays, originally. ",1787674310.8230805
e3cj2oap,78,xhzfnp5o,16-bargaining_tdl_main-228_2_3,LeftPartner,"yes, they want to know if there is a fair way to decide who loses but i don't think there is",1787674320.724087
e3cj2oap,65,svyq7ui9,16-bargaining_tdl_main-224_1_2,RightPartner,are you?,1787674329.0571733
e3cj2oap,72,qw4dkpkq,16-bargaining_tdl_main-222_1_3,RightPartner,maybe we can just talk about something,1787674333.005388
e3cj2oap,73,7la41415,16-bargaining_tdl_main-222_2_3,LeftPartner,That sounds good!! What is your favorite color? Mine's green ^_^,1787674333.169819
e3cj2oap,71,iklzepbq,16-bargaining_tdl_main-228_1_2,LeftPartner,We will be running out of time. I think you and purple should select each other. I'll take one for the team.,1787674333.5400841
e3cj2oap,71,iklzepbq,16-bargaining_tdl_main-228_1_3,RightPartner,"We will be running out of time. Why don't you and orange select each other, and I'll take one for the team.",1787674335.4017344
e3cj2oap,121,d3e39xry,16-bargaining_tdl_main-230_2_3,RightPartner,Hello Orange! I'm Purple - ,1787674347.374656
e3cj2oap,102,p0t4tut9,16-bargaining_tdl_main-228_1_3,LeftPartner,sounds good,1787674352.0336025
e3cj2oap,78,xhzfnp5o,16-bargaining_tdl_main-228_2_3,LeftPartner,they said they will select no one,1787674353.8010936
e3cj2oap,110,9bka4t3k,16-bargaining_tdl_main-230_2_3,LeftPartner,Hi!,1787674368.6754255
e3cj2oap,102,p0t4tut9,16-bargaining_tdl_main-228_2_3,RightPartner,sounds good or tell them to select you,1787674370.5331774
e3cj2oap,121,d3e39xry,16-bargaining_tdl_main-230_1_3,LeftPartner,"Hello, Yellow! I'm Purple - I love dogs",1787674371.8901343
e3cj2oap,110,9bka4t3k,16-bargaining_tdl_main-230_1_2,RightPartner,H!,1787674374.0088212
e3cj2oap,78,xhzfnp5o,16-bargaining_tdl_main-228_1_2,RightPartner,"that is very generous, thank you.",1787674379.0322635
e3cj2oap,102,p0t4tut9,16-bargaining_tdl_main-228_1_3,LeftPartner,select orange,1787674383.0881617
e3cj2oap,72,qw4dkpkq,16-bargaining_tdl_main-222_1_2,LeftPartner,"like Halloween Christians literally hated Satan, then made a holiday to celebrate with him lol",1787674391.954717
e3cj2oap,64,cqvzoqo3,16-bargaining_tdl_main-224_1_2,LeftPartner,"The instruction given above is quite confusing. It says that we can press ""Next"" when we finish.  Let's press next. ",1787674392.9254224
e3cj2oap,121,d3e39xry,16-bargaining_tdl_main-230_2_3,RightPartner,"My dogs say hello, too.",1787674394.8200433
e3cj2oap,108,z0f50fsj,16-bargaining_tdl_main-222_2_3,RightPartner,"My favorite color is blue, actually most shades of blue, teal, cobalt, navy etc.  What criteria are you basing your decision on?",1787674406.793901
e3cj2oap,65,svyq7ui9,16-bargaining_tdl_main-224_1_2,RightPartner,"ok, are you going to tell purple?",1787674411.1746001
e3cj2oap,110,9bka4t3k,16-bargaining_tdl_main-230_2_3,LeftPartner,Well hello doggies!,1787674421.1700037
e3cj2oap,108,z0f50fsj,16-bargaining_tdl_main-222_1_3,LeftPartner,"ok, how are you deciding who to support?",1787674424.8740354
e3cj2oap,73,7la41415,16-bargaining_tdl_main-222_1_2,RightPartner,"Well, I'm not sure about that one... I think Halloween was based on the fall celebration and is more about candy than any kind of devil worship. But, to each their own, for sure ^_^",1787674430.4713547
e3cj2oap,64,cqvzoqo3,16-bargaining_tdl_main-224_1_2,LeftPartner,I told purple that I will support you,1787674435.5351534
e3cj2oap,65,svyq7ui9,16-bargaining_tdl_main-224_1_2,RightPartner,I mean are you going to tell purple to press next?,1787674453.0010264
e3cj2oap,121,d3e39xry,16-bargaining_tdl_main-230_2_3,RightPartner,We could each earn $ if we support each other...,1787674461.5823872
e3cj2oap,72,qw4dkpkq,16-bargaining_tdl_main-222_1_3,RightPartner,idk yet ,1787674462.2041988
e3cj2oap,128,mlrw6g9l,16-bargaining_tdl_main-231_2_3,RightPartner,hey hey,1787674464.0348365
e3cj2oap,128,mlrw6g9l,16-bargaining_tdl_main-231_1_3,LeftPartner,hi there,1787674468.591634
e3cj2oap,84,hhqw4goe,16-bargaining_tdl_main-231_1_3,RightPartner,hello,1787674472.9603047
e3cj2oap,109,f56rnp13,16-bargaining_tdl_main-230_1_2,LeftPartner,"Hi,",1787674477.820446
e3cj2oap,110,9bka4t3k,16-bargaining_tdl_main-230_2_3,LeftPartner,I will support you!,1787674477.8243546
e3cj2oap,73,7la41415,16-bargaining_tdl_main-222_2_3,LeftPartner,"Those are awesome colors! I'm partial to midnight blue, definitely. I'm not sure... I think I want to support who seems the nicest or who might have the greater need for the bonus, maybe? ",1787674481.0754845
e3cj2oap,64,cqvzoqo3,16-bargaining_tdl_main-224_1_2,LeftPartner,No. Do you think we should?,1787674485.167017
e3cj2oap,84,hhqw4goe,16-bargaining_tdl_main-231_1_3,RightPartner,whats ur plan,1787674489.479997
e3cj2oap,65,svyq7ui9,16-bargaining_tdl_main-224_1_2,RightPartner,"yes, of course",1787674495.5945606
e3cj2oap,108,z0f50fsj,16-bargaining_tdl_main-222_2_3,RightPartner,How do you determine those things?,1787674500.735968
e3cj2oap,121,d3e39xry,16-bargaining_tdl_main-230_2_3,RightPartner,"OK, and I will support you.  That's a deal.",1787674504.3843133
e3cj2oap,72,qw4dkpkq,16-bargaining_tdl_main-222_1_2,LeftPartner,it's based on all soul's day whatever i forgot lol,1787674506.6188078
e3cj2oap,84,hhqw4goe,16-bargaining_tdl_main-231_1_2,LeftPartner,hi,1787674507.687295
e3cj2oap,65,svyq7ui9,16-bargaining_tdl_main-224_1_2,RightPartner,we might as well wait now that there is no time left lol,1787674512.5698898
e3cj2oap,110,9bka4t3k,16-bargaining_tdl_main-230_2_3,LeftPartner,Cool,1787674514.1101315
e3cj2oap,64,cqvzoqo3,16-bargaining_tdl_main-224_1_2,LeftPartner,chat remaining time is 48 seconds let's just wait,1787674515.5977376
e3cj2oap,126,zlxecing,16-bargaining_tdl_main-231_1_2,RightPartner,Hi,1787674530.462176
e3cj2oap,128,mlrw6g9l,16-bargaining_tdl_main-231_1_3,LeftPartner,I was gonna support you since orange hasn't said anything,1787674530.650733
e3cj2oap,64,cqvzoqo3,16-bargaining_tdl_main-224_1_2,LeftPartner,15 sec,1787674533.417742
e3cj2oap,126,zlxecing,16-bargaining_tdl_main-231_2_3,LeftPartner,Hello,1787674538.6495337
e3cj2oap,84,hhqw4goe,16-bargaining_tdl_main-231_1_3,RightPartner,okay sounds good,1787674542.714612
e3cj2oap,109,f56rnp13,16-bargaining_tdl_main-230_1_3,RightPartner,"Hello,  Purple! What do you love about dogs?",1787674559.5181696
e3cj2oap,121,d3e39xry,16-bargaining_tdl_main-230_1_3,LeftPartner,"Hello! I was about to leave, thinking you were not there. Their love and positive energy - playfulness- good humor",1787674607.5554585
e3cj2oap,125,2lhn3gv0,16-bargaining_tdl_main-232_1_2,RightPartner,"Hello, I would like to support you",1787675270.0010967
e3cj2oap,125,2lhn3gv0,16-bargaining_tdl_main-232_1_2,RightPartner,"Hello, will you support me?",1787675310.8504996
e3cj2oap,130,uu037t1o,16-bargaining_tdl_main-233_1_2,LeftPartner,who are you supporting?,1787677160.4513364
e3cj2oap,131,3gp63qdn,16-bargaining_tdl_main-233_2_3,LeftPartner,hello,1787677160.7819066
e3cj2oap,134,v29d704f,16-bargaining_tdl_main-233_1_3,LeftPartner,"hello, who do you plan to support?",1787677162.8027065
e3cj2oap,134,v29d704f,16-bargaining_tdl_main-233_2_3,RightPartner,hello,1787677167.4760373
e3cj2oap,130,uu037t1o,16-bargaining_tdl_main-233_1_3,RightPartner,who are you supporting?,1787677171.7715933
e3cj2oap,134,v29d704f,16-bargaining_tdl_main-233_2_3,RightPartner,who do you plan to support?,1787677174.8124382
e3cj2oap,131,3gp63qdn,16-bargaining_tdl_main-233_1_2,RightPartner,hmm,1787677182.52141
e3cj2oap,131,3gp63qdn,16-bargaining_tdl_main-233_2_3,LeftPartner,hmmm,1787677185.3698564
e3cj2oap,131,3gp63qdn,16-bargaining_tdl_main-233_2_3,LeftPartner,maybe purple or yellow,1787677201.1390464
e3cj2oap,130,uu037t1o,16-bargaining_tdl_main-233_1_3,RightPartner,I will support you if you support me,1787677211.822434
e3cj2oap,131,3gp63qdn,16-bargaining_tdl_main-233_1_2,RightPartner,maybe yellow or purple ,1787677212.4846408
e3cj2oap,134,v29d704f,16-bargaining_tdl_main-233_1_3,LeftPartner,I am not sure. I would hope that all of us could get the $3 but I know its not set up that way. ,1787677217.9113827
e3cj2oap,131,3gp63qdn,16-bargaining_tdl_main-233_2_3,LeftPartner,wbu,1787677219.1863892
e3cj2oap,131,3gp63qdn,16-bargaining_tdl_main-233_1_2,RightPartner,wbu,1787677220.442442
e3cj2oap,134,v29d704f,16-bargaining_tdl_main-233_1_3,LeftPartner,"Yes, I can support you. ",1787677228.1629019
e3cj2oap,130,uu037t1o,16-bargaining_tdl_main-233_1_3,RightPartner,Ok I will support you,1787677250.719605
e3cj2oap,131,3gp63qdn,16-bargaining_tdl_main-233_1_2,RightPartner,ill support yellow,1787677269.1374364
e3cj2oap,130,uu037t1o,16-bargaining_tdl_main-233_1_2,LeftPartner,I haven't decided yet,1787677271.4170032
e3cj2oap,139,lovn082t,16-bargaining_tdl_main-234_1_3,LeftPartner,Hi who are you supporting ?,1787677538.3884833
e3cj2oap,139,lovn082t,16-bargaining_tdl_main-234_2_3,RightPartner,hi who are you supporting ?,1787677576.004964
e3cj2oap,132,8ilwkhga,16-bargaining_tdl_main-234_1_3,RightPartner,I would just like to agree on who to support so at least some of us can have a bonus,1787677582.0794804
e3cj2oap,133,helw2zrs,16-bargaining_tdl_main-234_2_3,LeftPartner,I'll support you since you messaged first.,1787677594.5720007
e3cj2oap,132,8ilwkhga,16-bargaining_tdl_main-234_1_2,LeftPartner,who will you support,1787677607.1254954
e3cj2oap,139,lovn082t,16-bargaining_tdl_main-234_2_3,RightPartner,ok,1787677609.9700687
e3cj2oap,133,helw2zrs,16-bargaining_tdl_main-234_1_2,RightPartner,I've decided to support Purple because they messaged me first.,1787677624.0516646
e3cj2oap,139,lovn082t,16-bargaining_tdl_main-234_1_3,LeftPartner,ok then,1787677628.5443802
e3cj2oap,141,zs2lz74b,16-bargaining_tdl_main-235_2_3,RightPartner,Hi How are you today? ,1787677721.1168394
e3cj2oap,141,zs2lz74b,16-bargaining_tdl_main-235_1_3,LeftPartner,Hi How are you today?,1787677728.128166
e3cj2oap,137,hrgxjwyw,16-bargaining_tdl_main-235_2_3,LeftPartner,"Hey doing well, hbu",1787677732.7162066
e3cj2oap,137,hrgxjwyw,16-bargaining_tdl_main-235_1_2,RightPartner,"Hey hows it going, how you doing today",1787677746.9006934
e3cj2oap,135,1c26z1a0,16-bargaining_tdl_main-235_1_3,RightPartner,Hi I'm good. What about you?,1787677751.1908453
e3cj2oap,135,1c26z1a0,16-bargaining_tdl_main-235_1_2,LeftPartner,I'm good. What about you?,1787677767.8488257
e3cj2oap,141,zs2lz74b,16-bargaining_tdl_main-235_2_3,RightPartner,Im doing really well first day of school so emotional! And were still in a fire zone so a little crazy! do you have littles going back?,1787677768.8646169
e3cj2oap,137,hrgxjwyw,16-bargaining_tdl_main-235_1_2,RightPartner,"good to hear, im doing good",1787677802.4672692
e3cj2oap,141,zs2lz74b,16-bargaining_tdl_main-235_1_3,LeftPartner,Im ok emotional its the first day of school here and were still in a fire zone i feel a little crazy! Do you have any littles going back to school? I hope your safe and not near any of these fires!,1787677811.0186343
e3cj2oap,149,15zdxkkd,16-bargaining_tdl_main-236_1_3,LeftPartner,Hi! ,1787677846.6423254
e3cj2oap,149,15zdxkkd,16-bargaining_tdl_main-236_2_3,RightPartner,Hi!,1787677848.2899885
e3cj2oap,145,3ulfq9oy,16-bargaining_tdl_main-236_1_3,RightPartner,Hi. I would like to share with someone that will share back with me,1787677850.8183584
e3cj2oap,147,hswiet99,16-bargaining_tdl_main-236_1_2,RightPartner,"Hello, how are you?",1787677851.1647322
e3cj2oap,137,hrgxjwyw,16-bargaining_tdl_main-235_2_3,LeftPartner,"Thats good to hear, but i know what you mean by schoool being emotional. Clarify by what you mean little going back?",1787677854.9490137
e3cj2oap,147,hswiet99,16-bargaining_tdl_main-236_2_3,LeftPartner,Hello!,1787677857.2871814
e3cj2oap,145,3ulfq9oy,16-bargaining_tdl_main-236_1_2,LeftPartner,hi,1787677857.832703
e3cj2oap,147,hswiet99,16-bargaining_tdl_main-236_2_3,LeftPartner,How are you?,1787677861.020952
e3cj2oap,145,3ulfq9oy,16-bargaining_tdl_main-236_1_2,LeftPartner,good. You?,1787677866.466214
e3cj2oap,149,15zdxkkd,16-bargaining_tdl_main-236_1_3,LeftPartner,I would like to share also,1787677873.0077896
e3cj2oap,141,zs2lz74b,16-bargaining_tdl_main-235_2_3,RightPartner,kids i call them littles even my high schooler LOL,1787677876.45479
e3cj2oap,149,15zdxkkd,16-bargaining_tdl_main-236_2_3,RightPartner,I am good. How are you?,1787677881.6053104
e3cj2oap,147,hswiet99,16-bargaining_tdl_main-236_1_2,RightPartner,"Doing well. Drinking some coffee, doing some surveys.",1787677882.0100477
e3cj2oap,141,zs2lz74b,16-bargaining_tdl_main-235_2_3,RightPartner,I hope you are not near any of these fires yourself. ,1787677894.3243625
e3cj2oap,135,1c26z1a0,16-bargaining_tdl_main-235_1_3,RightPartner,Where do you reside?,1787677913.9411125
e3cj2oap,135,1c26z1a0,16-bargaining_tdl_main-235_1_2,LeftPartner,Who do you plan to support?,1787677927.941577
e3cj2oap,147,hswiet99,16-bargaining_tdl_main-236_2_3,LeftPartner,"Doing great. Drinking my coffee and doing surveys today. What about you? The other participant seems to have left that chat, which sounds like you and I should support each other on this one.",1787677933.0488796
e3cj2oap,141,zs2lz74b,16-bargaining_tdl_main-235_1_3,LeftPartner,the Pacific Northwest,1787677941.8156934
e3cj2oap,137,hrgxjwyw,16-bargaining_tdl_main-235_2_3,LeftPartner,"oh hahaha, i shouldve picked up on that. I dont have any kids but i hope the fires dont become too harsh and claim anyone elses lives. Are you far from them",1787677948.0649881
e3cj2oap,164,73iubq2b,16-bargaining_tdl_main-237_1_3,LeftPartner,I am supporting yellow,1787677950.8221865
e3cj2oap,158,8ihhs20h,16-bargaining_tdl_main-237_2_3,LeftPartner,hello,1787677959.665552
e3cj2oap,137,hrgxjwyw,16-bargaining_tdl_main-235_1_2,RightPartner,"Question, were you given a topic on what the discussion needed to be?",1787677966.817247
e3cj2oap,164,73iubq2b,16-bargaining_tdl_main-237_2_3,RightPartner,I am supporting orange,1787677969.742708
e3cj2oap,141,zs2lz74b,16-bargaining_tdl_main-235_2_3,RightPartner,they came about 500 ft from our home our neighbors not so lucky its awful. ,1787677977.5400174
e3cj2oap,141,zs2lz74b,16-bargaining_tdl_main-235_1_3,LeftPartner,you?,1787677987.288022
e3cj2oap,135,1c26z1a0,16-bargaining_tdl_main-235_1_3,RightPartner,"Oh, I'm okay and I hope you're okay too?",1787677998.0831916
e3cj2oap,150,32vltywk,16-bargaining_tdl_main-238_2_3,RightPartner,"Hi, I am purple. I am hoping for a fun cooperative team.",1787678008.0773273
e3cj2oap,141,zs2lz74b,16-bargaining_tdl_main-235_1_3,LeftPartner,medium well lol,1787678009.1199756
e3cj2oap,136,dgv23m5j,16-bargaining_tdl_main-238_1_3,RightPartner,Hi do you have a game plan?,1787678013.2718613
e3cj2oap,135,1c26z1a0,16-bargaining_tdl_main-235_1_2,LeftPartner,To decide on who to support and why,1787678015.1971915
e3cj2oap,137,hrgxjwyw,16-bargaining_tdl_main-235_2_3,LeftPartner,Im sorry to hear that. We had some really bad fires years ago so i know what its like evacuating and being that close to the damage,1787678034.286459
e3cj2oap,136,dgv23m5j,16-bargaining_tdl_main-238_1_2,LeftPartner,Hi would you like to talk about the game?,1787678034.6075797
e3cj2oap,150,32vltywk,16-bargaining_tdl_main-238_1_3,LeftPartner,"Hi, I am the purple team member. I hope you are ready for a fun game.",1787678036.891594
e3cj2oap,144,zhftfh7p,16-bargaining_tdl_main-238_1_2,RightPartner,Hi there good afternoon. How you doing today,1787678044.961063
e3cj2oap,135,1c26z1a0,16-bargaining_tdl_main-235_1_3,RightPartner,"What do you mean by ""medium well""?",1787678051.707045
e3cj2oap,167,ocedug8x,16-bargaining_tdl_main-239_1_3,LeftPartner,hello,1787678053.0841012
e3cj2oap,167,ocedug8x,16-bargaining_tdl_main-239_2_3,RightPartner,hello,1787678056.710589
e3cj2oap,144,zhftfh7p,16-bargaining_tdl_main-238_2_3,LeftPartner,hi,1787678062.4787548
e3cj2oap,155,t5hltznj,16-bargaining_tdl_main-239_1_2,RightPartner,hello,1787678065.0264096
e3cj2oap,136,dgv23m5j,16-bargaining_tdl_main-238_1_3,RightPartner,I am! any ideas for this to work beter?,1787678065.313933
e3cj2oap,141,zs2lz74b,16-bargaining_tdl_main-235_2_3,RightPartner,uh thats awful i hope you escape it all this time. i think i will just send my support your way :) ,1787678065.819443
e3cj2oap,155,t5hltznj,16-bargaining_tdl_main-239_2_3,LeftPartner,hello,1787678068.9728496
e3cj2oap,153,5i06qzac,16-bargaining_tdl_main-239_1_2,LeftPartner,hello!,1787678069.9659913
e3cj2oap,137,hrgxjwyw,16-bargaining_tdl_main-235_1_2,RightPartner,so there was no central theme that was highlighted. it was just talk to the other participants and then pick who youd support,1787678072.4653864
e3cj2oap,150,32vltywk,16-bargaining_tdl_main-238_2_3,RightPartner,Do you enjoy decision games?,1787678074.9113278
e3cj2oap,171,c2oiu8th,16-bargaining_tdl_main-240_2_3,RightPartner,Hello Orange. Would you like to team up ?,1787678078.2547019
e3cj2oap,153,5i06qzac,16-bargaining_tdl_main-239_1_3,RightPartner,hello!,1787678081.0160892
e3cj2oap,141,zs2lz74b,16-bargaining_tdl_main-235_1_3,LeftPartner,not great but certainly not terrible ,1787678081.4649227
e3cj2oap,169,szm15f83,16-bargaining_tdl_main-240_2_3,LeftPartner,Glad you asked,1787678083.7331827
e3cj2oap,167,ocedug8x,16-bargaining_tdl_main-239_2_3,RightPartner,how are you,1787678086.908577
e3cj2oap,178,fj6g5poj,16-bargaining_tdl_main-241_1_2,RightPartner,Want to support each other?,1787678090.8872561
e3cj2oap,167,ocedug8x,16-bargaining_tdl_main-239_1_3,LeftPartner,how are you,1787678093.8450332
e3cj2oap,162,oh3mrzih,16-bargaining_tdl_main-241_1_2,LeftPartner,Sure thing,1787678095.0638282
e3cj2oap,155,t5hltznj,16-bargaining_tdl_main-239_2_3,LeftPartner,doing fine....yoou?,1787678095.7957926
e3cj2oap,165,nw5vagsc,16-bargaining_tdl_main-240_1_2,LeftPartner,"Lol, I'm yellow irl",1787678097.9351218
e3cj2oap,162,oh3mrzih,16-bargaining_tdl_main-241_1_2,LeftPartner,Lol,1787678098.253606
e3cj2oap,175,lh2ujq89,16-bargaining_tdl_main-242_2_3,RightPartner,"Hi there, would you like to team up with me ?",1787678105.4809558
e3cj2oap,150,32vltywk,16-bargaining_tdl_main-238_1_3,LeftPartner,Hmmm. We could agree to be cooperative towards each other?,1787678106.4144244
e3cj2oap,135,1c26z1a0,16-bargaining_tdl_main-235_1_3,RightPartner,Are you in shock because of the situation?,1787678107.6229181
e3cj2oap,167,ocedug8x,16-bargaining_tdl_main-239_2_3,RightPartner,i'm good. just a tad bit sleepy,1787678108.116755
e3cj2oap,137,hrgxjwyw,16-bargaining_tdl_main-235_2_3,LeftPartner,yeah right back at you! are the schools also on high alert with the fires,1787678108.2618282
e3cj2oap,136,dgv23m5j,16-bargaining_tdl_main-238_1_2,LeftPartner,Any ideas how to work out a stratergy?,1787678110.9151402
e3cj2oap,178,fj6g5poj,16-bargaining_tdl_main-241_2_3,LeftPartner,want to support each other?,1787678112.9829817
e3cj2oap,160,qw4liu4s,16-bargaining_tdl_main-242_1_2,RightPartner,Hekko,1787678113.8390832
e3cj2oap,144,zhftfh7p,16-bargaining_tdl_main-238_2_3,LeftPartner,somewhat and you,1787678113.882275
e3cj2oap,155,t5hltznj,16-bargaining_tdl_main-239_2_3,LeftPartner,me too,1787678117.969705
e3cj2oap,181,60eo2ir0,16-bargaining_tdl_main-241_2_3,RightPartner,yes,1787678118.05391
e3cj2oap,160,qw4liu4s,16-bargaining_tdl_main-242_2_3,LeftPartner,hey there,1787678124.3853133
e3cj2oap,135,1c26z1a0,16-bargaining_tdl_main-235_1_2,LeftPartner,Exactly ,1787678124.641731
e3cj2oap,162,oh3mrzih,16-bargaining_tdl_main-241_1_2,LeftPartner,I was just gonna message and the first to answer I would support. So lets do us ,1787678128.0101342
e3cj2oap,167,ocedug8x,16-bargaining_tdl_main-239_2_3,RightPartner,what are we trying to do again?,1787678129.2621586
e3cj2oap,154,4qsyank0,16-bargaining_tdl_main-242_1_3,RightPartner,hello,1787678129.9155686
e3cj2oap,160,qw4liu4s,16-bargaining_tdl_main-242_1_2,RightPartner,hello,1787678131.5375214
e3cj2oap,178,fj6g5poj,16-bargaining_tdl_main-241_1_2,RightPartner,Let's do it and cut Blue our,1787678133.9238787
e3cj2oap,178,fj6g5poj,16-bargaining_tdl_main-241_1_2,RightPartner,t,1787678135.5859659
e3cj2oap,150,32vltywk,16-bargaining_tdl_main-238_2_3,RightPartner,I love strategy games. Any hobbies?,1787678135.706289
e3cj2oap,144,zhftfh7p,16-bargaining_tdl_main-238_1_2,RightPartner,we have to support each other to succeed,1787678142.8019776
e3cj2oap,155,t5hltznj,16-bargaining_tdl_main-239_2_3,LeftPartner,the other person left so I guess I will support you and if you support me then we get $3??,1787678145.3039236
e3cj2oap,162,oh3mrzih,16-bargaining_tdl_main-241_1_2,LeftPartner,Purple? Mine is purple ,1787678150.32458
e3cj2oap,160,qw4liu4s,16-bargaining_tdl_main-242_2_3,LeftPartner,"Sure thing, work for you?",1787678153.517343
e3cj2oap,141,zs2lz74b,16-bargaining_tdl_main-235_1_3,LeftPartner,i really didnt think it would happen to us this close very foolish,1787678156.8432198
e3cj2oap,162,oh3mrzih,16-bargaining_tdl_main-241_1_2,LeftPartner,I see purple and Orange I mean ,1787678158.1413674
e3cj2oap,175,lh2ujq89,16-bargaining_tdl_main-242_2_3,RightPartner,"Yes, lets do it",1787678160.662464
e3cj2oap,154,4qsyank0,16-bargaining_tdl_main-242_1_3,RightPartner,im dumb had hard time ,1787678162.9677207
e3cj2oap,144,zhftfh7p,16-bargaining_tdl_main-238_2_3,LeftPartner,sports yoga,1787678164.911275
e3cj2oap,136,dgv23m5j,16-bargaining_tdl_main-238_1_3,RightPartner,I can support you and you can support me each time and then we will get 3.00 but there is one other participant ,1787678165.4470818
e3cj2oap,167,ocedug8x,16-bargaining_tdl_main-239_2_3,RightPartner,yeah i think thats the most obvious path to go for,1787678168.5541222
e3cj2oap,178,fj6g5poj,16-bargaining_tdl_main-241_1_2,RightPartner,Sounds good. yes it is Purple,1787678171.0575478
e3cj2oap,167,ocedug8x,16-bargaining_tdl_main-239_2_3,RightPartner,makes it a lot easier,1787678172.5408695
e3cj2oap,141,zs2lz74b,16-bargaining_tdl_main-235_2_3,RightPartner,yes they have a whole plan and set up for donations and support. they even did hot meals for the whole town for a week. ,1787678177.0309944
e3cj2oap,176,zntqh8gm,16-bargaining_tdl_main-243_1_3,LeftPartner,Hi what's you favorite season?,1787678181.7743528
e3cj2oap,135,1c26z1a0,16-bargaining_tdl_main-235_1_2,LeftPartner,Who do plan to support?,1787678181.8180084
e3cj2oap,136,dgv23m5j,16-bargaining_tdl_main-238_1_2,LeftPartner,do you remember how to do it so we all get three dollars,1787678181.9728394
e3cj2oap,178,fj6g5poj,16-bargaining_tdl_main-241_1_2,RightPartner,I am Orange,1787678183.0545108
e3cj2oap,162,oh3mrzih,16-bargaining_tdl_main-241_1_2,LeftPartner,Okay cool. Support each other. Bye,1787678183.817493
e3cj2oap,155,t5hltznj,16-bargaining_tdl_main-239_2_3,LeftPartner,cool....i'm going to hit next,1787678184.4245214
e3cj2oap,150,32vltywk,16-bargaining_tdl_main-238_2_3,RightPartner,Nice. How do you expect this to go?,1787678187.5531034
e3cj2oap,157,ueqh1rug,16-bargaining_tdl_main-243_1_3,RightPartner,summer! ,1787678188.5264554
e3cj2oap,162,oh3mrzih,16-bargaining_tdl_main-241_1_2,LeftPartner,I am yelllooow,1787678189.4359758
e3cj2oap,167,ocedug8x,16-bargaining_tdl_main-239_2_3,RightPartner,same,1787678189.7424653
e3cj2oap,176,zntqh8gm,16-bargaining_tdl_main-243_2_3,RightPartner,Hi! Do you have a favorite season?,1787678192.0047781
e3cj2oap,178,fj6g5poj,16-bargaining_tdl_main-241_1_2,RightPartner,Purple left anyway,1787678192.487298
e3cj2oap,154,4qsyank0,16-bargaining_tdl_main-242_1_2,LeftPartner,noooooo,1787678195.862349
e3cj2oap,162,oh3mrzih,16-bargaining_tdl_main-241_1_2,LeftPartner,yes they did ,1787678196.80403
e3cj2oap,176,zntqh8gm,16-bargaining_tdl_main-243_1_3,LeftPartner," love the sunshine too, but I love fall",1787678206.9661276
e3cj2oap,170,pyruz9ny,16-bargaining_tdl_main-243_2_3,LeftPartner,"Hello - yes, I love autumn. How about you?",1787678208.287536
e3cj2oap,162,oh3mrzih,16-bargaining_tdl_main-241_1_2,LeftPartner,Okay so bye now?,1787678215.6594229
e3cj2oap,150,32vltywk,16-bargaining_tdl_main-238_1_3,LeftPartner,This is a bit sad that they seem to leave someone out no matter what.,1787678217.2094345
e3cj2oap,170,pyruz9ny,16-bargaining_tdl_main-243_1_2,RightPartner,"Hello, what is your favorite color?",1787678224.7731462
e3cj2oap,157,ueqh1rug,16-bargaining_tdl_main-243_1_2,LeftPartner,I think we should all figure out a way to make sure we all get fairly compensated! ,1787678226.4254014
e3cj2oap,137,hrgxjwyw,16-bargaining_tdl_main-235_1_2,RightPartner,right now its 50/50 since it seems so random more than likely the purple but if you have any other ideas im open,1787678227.5401964
e3cj2oap,162,oh3mrzih,16-bargaining_tdl_main-241_1_2,LeftPartner,or do we still need to chat?,1787678230.1417854
e3cj2oap,176,zntqh8gm,16-bargaining_tdl_main-243_2_3,RightPartner,"Yes, me too! I cannot wait for fall to get here.",1787678235.7175224
e3cj2oap,176,zntqh8gm,16-bargaining_tdl_main-243_1_3,LeftPartner,do you have any pets?,1787678249.8474293
e3cj2oap,170,pyruz9ny,16-bargaining_tdl_main-243_1_2,RightPartner,Good idea! I'd be happy to support you.,1787678250.7154734
e3cj2oap,135,1c26z1a0,16-bargaining_tdl_main-235_1_3,RightPartner,Damn. Hope there is no casualty,1787678255.6996958
e3cj2oap,176,zntqh8gm,16-bargaining_tdl_main-243_2_3,RightPartner,do you have any pets?,1787678256.8559048
